idx,seed,dataset,accuracy_fp32,accuracy_esp,key,espdl_size_bytes,torch_size_bytes,edgegpu_latency,edgegpu_energy,raspi4_latency,edgetpu_latency,pixel3_latency,eyeriss_latency,eyeriss_energy,eyeriss_arithmetic_intensity,fpga_latency,fpga_energy,average_hw_metric,arch_index,flop,test_acc,arch_0,arch_1,arch_2,arch_3,arch_4,arch_5
3473,888,cifar10,92.49,91.35,200,973824,3794931,5.577402114868164,26.202635135650635,51.309693939983845,1.29591086399887,23.3207,7.577780000000003,1.5644240285,20.86006697108513,5.31536,37.20752,531316057.7079796,3473,113.95137,92.5,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,none,skip_connect
3873,888,cifar10,86.28,30.65,200,453856,1663767,5.320720672607422,24.177354736328127,26.056758699996863,1.491670814997633,13.276,7.577780000000003,1.4936451485,7.90320496110317,3.61936,25.33552,68895506.95042054,3873,43.17249,86.28,skip_connect,avg_pool_3x3,nor_conv_3x3,none,avg_pool_3x3,avg_pool_3x3
3961,888,cifar10,91.78,91.88,200,447712,1628003,1.845121383666992,8.596420526504517,19.38331414006825,0.4830133249997743,7.95916,4.628660000000002,0.9379995485,14.615637999956666,2.80016,19.60112,281655.7494707722,3961,43.17249,91.78,skip_connect,none,avg_pool_3x3,nor_conv_3x3,none,none
3693,888,cifar10,86.38,83.1,200,268560,991147,3.061046600341797,13.437994575500488,7.627359359976253,-1.0,3.84331,3.645620000000001,0.6872827644999999,6.289297634665844,2.57296,18.01072,-140008.6884434014,3693,15.64737,86.38,nor_conv_1x1,nor_conv_1x1,skip_connect,none,avg_pool_3x3,none
3297,888,cifar10,90.21,89.29,200,326688,1438004,7.86679744720459,33.9294973897934,21.755072020023363,1.19222374599849,6.53282,4.137140000000002,0.7497782205,7.176039306364027,3.60336,25.22352,12750897.793709155,3297,23.51169,90.19,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,skip_connect
4175,888,cifar10,10.0,10.0,200,122880,519934,0.6069421768188477,2.477537965774536,0.0115871400339528,-1.0,0.00517513,1.6795400000000005,0.3469645085,17.487799288179467,1.13296,7.93072,-0.0004721366929258,4175,7.78305,10.0,none,none,skip_connect,none,skip_connect,none
2988,888,cifar10,90.67,90.05,200,509952,2092614,6.544137001037598,29.232659983634942,28.410908540026867,1.5142232700018212,13.4494,6.594740000000003,1.2783178045,10.214029718600305,4.24016,29.681120000000004,117435043.07333364,2988,51.03681,90.64,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,skip_connect,nor_conv_1x1,avg_pool_3x3
3272,888,cifar10,93.06,93.1,200,972848,3994266,6.695489883422852,31.455411472320556,52.02163893998659,1.1523564670023916,22.4482,6.348980000000003,1.3178489564999998,25.612956534888895,5.42096,37.94672,487809402.69981456,3272,117.88353,93.05,nor_conv_3x3,nor_conv_3x3,skip_connect,nor_conv_1x1,skip_connect,nor_conv_3x3
3147,888,cifar10,92.92,92.72,200,1047376,4230377,6.338052749633789,29.77617181777954,55.10399052000139,1.0559898440005782,23.216,6.594740000000003,1.3490966844999996,24.379052645567025,5.93616,41.55312,559506179.7797928,3147,121.81569,92.92,nor_conv_1x1,nor_conv_1x1,none,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3
4040,888,cifar10,70.82,58.18,200,154800,499966,3.6560487747192383,15.907468218803404,3.0582262000098126,0.5182429770029557,1.6568900000000002,1.6795400000000005,0.3469645085,17.487799288179467,1.13296,7.93072,799.6728476387826,4040,7.78305,70.83,skip_connect,none,skip_connect,skip_connect,skip_connect,skip_connect
3670,888,cifar10,91.86,91.77,200,690672,2710827,4.707026481628418,22.11361041069031,38.32534540000779,-1.0,16.6371,6.103220000000002,1.2512117885,18.66852444337987,4.05776,28.40432,-58415837.3366752,3670,78.56193,91.85,skip_connect,none,none,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3
2918,888,cifar10,90.57,90.38,200,315328,1190169,5.283803939819336,22.989830942153933,10.481380060009542,0.6822464680008125,3.33354,2.416820000000001,0.4407076924999999,12.028393341589998,2.67856,18.74992,154897.2270686398,2918,19.57953,90.58,nor_conv_1x1,nor_conv_1x1,skip_connect,skip_connect,none,nor_conv_1x1
4186,888,cifar10,84.85,81.02,200,487840,1869381,5.171298980712891,23.498382568359375,23.40771967996261,1.2196490070018626,12.367299999999998,6.348980000000003,1.2470700765,10.234587927941709,3.72496,26.07472,32994577.55147253,4186,47.10465,84.87,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,none,skip_connect,nor_conv_3x3
2952,888,cifar10,93.07,93.08,200,484944,1825937,4.371185302734375,19.862666015625003,22.01108768000267,0.6302917460016033,7.0548,3.3998600000000003,0.6914244764999999,22.498323538851867,2.90576,20.34032,1180668.2733347344,2952,47.10465,93.07,nor_conv_3x3,none,none,skip_connect,nor_conv_1x1,skip_connect
3429,888,cifar10,90.33,90.33,200,500656,1833745,4.571948051452637,17.55323255221049,22.094711200043093,0.5208456049986125,8.69998,3.3998600000000003,0.6914244764999999,22.498323538851867,2.90576,20.34032,1116342.0572053157,3429,47.10465,90.32,nor_conv_3x3,none,skip_connect,none,nor_conv_1x1,none
3506,888,cifar10,92.68,92.37,200,979648,3794931,5.632166862487793,26.673942260742187,54.9150047400326,1.307843070000672,18.4146,7.577780000000003,1.5644240284999995,20.86006697108513,5.31536,37.20752,465834391.53732926,3506,113.95137,92.67,avg_pool_3x3,nor_conv_3x3,skip_connect,nor_conv_3x3,none,nor_conv_3x3
4007,888,cifar10,91.93,91.66,200,494848,2043602,5.278902053833008,23.7814537525177,26.671973959964816,0.8673388229981356,10.0058,3.645620000000001,0.7226722045,20.513714983022073,3.42096,23.94672,6271689.479377097,4007,51.03681,91.92,skip_connect,skip_connect,nor_conv_1x1,nor_conv_3x3,skip_connect,nor_conv_1x1
4276,888,cifar10,89.5,82.92,200,305056,1214195,6.630182266235352,28.93411540985107,12.348849339978187,0.9517943930004548,5.728560000000001,3.8913800000000016,0.7185304925,6.793315189634498,3.08816,21.61712,2411000.2181401,4276,19.57953,89.5,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1,none,nor_conv_1x1,skip_connect
3382,888,cifar10,76.97,17.66,200,240064,828017,6.049237251281738,26.55615153312683,20.1729895400058,1.6813352909994137,7.9829,7.823540000000004,1.4895034365000002,2.000242107764932,3.28656,23.00592,38324546.508633874,3382,11.71521,76.97,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_1x1,avg_pool_3x3
3090,888,cifar10,75.46,64.95,200,174928,531160,2.778191566467285,12.196260976791384,5.601792119996389,0.6072811119993275,3.11038,3.154100000000001,0.6247873085,4.5797302195526095,1.54256,10.79792,11768.170139932676,3090,7.78305,75.45,skip_connect,skip_connect,skip_connect,none,avg_pool_3x3,none
3682,888,cifar10,92.43,92.12,200,1021280,4025275,6.537513732910156,30.796048024495445,58.591709259999334,1.350766626997938,24.2,7.823540000000004,1.5956717564999998,20.127304633717245,5.83056,40.81392,1145525869.2063696,3682,117.88353,92.43,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,none,avg_pool_3x3,nor_conv_3x3
4151,888,cifar10,88.84,84.18,200,544400,2099277,6.8535614013671875,30.614858779907223,25.86355286002799,1.4606147650010826,13.2852,6.594740000000003,1.2783178045,10.214029718600305,4.24016,29.681120000000004,111722226.09647548,4151,51.03681,88.84,nor_conv_1x1,nor_conv_3x3,nor_conv_1x1,none,avg_pool_3x3,avg_pool_3x3
3918,888,cifar10,80.21,47.12,200,434560,1614755,2.7089548110961914,11.786662383079529,9.124972860008713,0.7034881059989857,3.20708,4.628660000000002,0.9379995485,14.615637999956666,2.80016,19.60112,156643.50177967953,3918,43.17249,80.21,skip_connect,nor_conv_3x3,skip_connect,skip_connect,avg_pool_3x3,none
3417,888,cifar10,89.83,76.16,200,707088,2927980,6.256318092346191,28.666449499130252,42.47946875999333,1.3573985350012665,16.516,6.348980000000003,1.2824595165,17.923772231415303,4.57296,32.01072,203575037.80330405,3417,82.49409,89.83,nor_conv_3x3,skip_connect,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,skip_connect
3497,888,cifar10,91.54,91.04,200,754352,2940339,4.646306037902832,20.75504907131195,42.40694277999864,-1.0,17.406,6.348980000000003,1.2824595165,17.923772231415303,4.57296,32.01072,-84841431.73110642,3497,82.49409,91.54,nor_conv_3x3,nor_conv_3x3,none,nor_conv_1x1,avg_pool_3x3,none
3261,888,cifar10,93.0,92.62,200,486192,1820177,5.213251113891602,23.41966175397237,23.32896139996592,0.8049398219991417,6.6204,3.3998600000000003,0.6914244764999999,22.498323538851867,2.90576,20.34032,2108898.2022796976,3261,47.10465,93.01,nor_conv_3x3,none,skip_connect,skip_connect,nor_conv_1x1,skip_connect
3601,888,cifar10,86.22,75.1,200,227824,754659,4.66217041015625,20.285103454589844,9.337536800012458,0.8537176250029006,4.13791,3.3998600000000003,0.6560350365000001,5.5954684920829,2.05776,14.40432,206237.9270924469,3601,11.71521,86.22,avg_pool_3x3,skip_connect,nor_conv_1x1,none,skip_connect,skip_connect
3716,888,cifar10,77.86,10.0,200,427008,1656784,5.6240081787109375,25.1936819712321,30.839077139971774,1.5955592350001098,13.4693,7.577780000000003,1.4936451485000002,7.90320496110317,3.61936,25.33552,97464834.04557356,3716,43.17249,77.85,skip_connect,nor_conv_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,avg_pool_3x3
4083,888,cifar10,92.31,92.08,200,803808,3165307,6.613917350769043,30.05364044189453,40.729152239946416,1.2988573920010822,18.2723,6.594740000000003,1.3137072444999998,17.296541182083665,5.08816,35.61712,301669733.4254147,4083,86.42625,92.31,nor_conv_1x1,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,none,avg_pool_3x3
2965,888,cifar10,92.35,91.94,200,542224,2298292,7.127060890197754,31.697603309154513,30.24480100000801,1.2929924210002357,12.5607,5.365940000000004,1.0317427325,13.288519297119164,4.34576,30.420320000000004,81216486.18144384,2965,54.96897,92.35,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,skip_connect
3170,888,cifar10,93.14,92.87,200,774144,3158324,6.667652130126953,30.297811279296877,44.25045562005835,1.3676725479999732,18.347,6.594740000000003,1.3137072444999998,17.296541182083665,5.08816,35.61712,352180218.73746663,3170,86.42625,93.13,nor_conv_3x3,skip_connect,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1
3013,888,cifar10,92.3,92.08,200,549296,2298164,6.92227840423584,30.854325417280197,33.780257899998105,1.3006931070012795,12.5065,5.365940000000004,1.0317427325,13.288519297119164,4.34576,30.420320000000004,85898474.64375709,3013,54.96897,92.3,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,nor_conv_3x3,skip_connect,nor_conv_1x1
3115,888,cifar10,85.17,49.86,200,226768,779069,5.2506303787231445,22.308178269068403,10.538618059945293,1.1900625989983382,5.7516300000000005,4.8744200000000015,0.9338578365,3.4990663350154834,2.46736,17.271520000000002,1639029.4592109588,3115,11.71521,85.17,avg_pool_3x3,none,skip_connect,nor_conv_1x1,skip_connect,avg_pool_3x3
4128,888,cifar10,84.29,80.48,200,743248,2736325,5.40980339050293,25.415256328582764,37.95811675998266,-1.0,18.1161,7.577780000000003,1.5290345885,14.38163596609415,4.46736,31.27152,-153039869.79596135,4128,78.56193,84.27,avg_pool_3x3,none,avg_pool_3x3,none,nor_conv_3x3,nor_conv_3x3
3371,888,cifar10,90.09,82.92,200,508048,2092678,7.057347297668457,35.262035772800445,27.490174760023365,1.442965941001603,13.4049,6.594740000000003,1.2783178045,10.214029718600305,4.24016,29.681120000000004,140392877.87311807,3371,51.03681,90.11,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,skip_connect
3486,888,cifar10,93.23,93.01,200,774720,3140897,6.241927146911621,28.8439453458786,40.596885880004265,0.9385973319986078,14.1814,5.120180000000001,1.0358844445,23.09419838304203,4.67856,32.74992,79064857.00082293,3486,86.42625,93.21,skip_connect,none,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3
4072,888,cifar10,88.32,79.98,200,295824,1232454,6.914420127868652,29.9970593214035,15.16388680000091,1.4398799820010026,7.46004,5.365940000000004,0.9963532924999998,4.733269738063558,3.49776,24.48432,15468551.811100712,4072,19.57953,88.3,avg_pool_3x3,nor_conv_1x1,skip_connect,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3
3783,888,cifar10,90.07,82.16,200,696704,2746968,5.6470537185668945,26.166564580599463,45.75783515996591,1.7420964150005602,19.9968,9.05234,1.8068573885,11.695887305390931,4.87696,34.138720000000006,641428048.2672001,3783,78.56193,90.06,avg_pool_3x3,skip_connect,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3
4094,888,cifar10,10.0,10.0,200,479200,1833745,0.8213376998901367,3.415943493843079,3.3419396200042684,-1.0,2.11406,3.399860000000001,0.6914244764999999,22.498323538851867,2.90576,20.34032,-2754.0489145526067,4094,47.10465,10.0,none,none,nor_conv_1x1,none,skip_connect,nor_conv_3x3
3844,888,cifar10,92.01,91.57,200,574512,2528572,8.118257522583008,36.026797320842746,34.54999495996162,1.3644847940013278,13.3785,5.611700000000004,1.0629904605,13.000115211034831,4.86096,34.026720000000005,182002996.8015498,3844,58.90113,92.0,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3
3748,888,cifar10,92.85,59.58,200,1047952,4231337,7.443671226501465,34.39720473766327,57.99556191996089,-1.0,23.3218,6.594740000000003,1.3490966845,24.379052645567025,5.93616,41.55312,-760006227.5656736,3748,121.81569,92.85,none,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3
3158,888,cifar10,92.5,91.72,200,955376,3794995,5.7884931564331055,27.414303588867188,51.62683363996621,-1.0,17.3659,7.577780000000003,1.5644240284999995,20.86006697108513,5.31536,37.20752,-333561106.54053617,3158,113.95137,92.51,skip_connect,none,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3
3809,888,cifar10,86.21,83.41,200,446480,1639165,4.111428260803223,18.682330017089846,26.061240720009664,-1.0,11.5671,6.103220000000002,1.2158223485,10.258998026736016,3.20976,22.46832,-12391264.928147277,3809,43.17249,86.2,avg_pool_3x3,skip_connect,nor_conv_3x3,avg_pool_3x3,none,skip_connect
3864,888,cifar10,92.9,92.53,200,766960,2917401,4.667720794677734,21.868271923065187,37.30119649997505,0.7518008909974014,15.5774,4.8744200000000015,1.0046367165,24.63910533031311,4.16336,29.14352,26494630.71915598,3864,82.49409,92.9,nor_conv_3x3,skip_connect,nor_conv_1x1,none,none,nor_conv_3x3
4019,888,cifar10,92.21,92.15,200,701184,2928044,6.176328659057617,28.22170441945394,42.67956793999474,1.3303547169998635,17.6822,6.348980000000003,1.2824595165,17.923772231415303,4.57296,32.01072,208582501.8136719,4019,82.49409,92.21,skip_connect,nor_conv_3x3,nor_conv_1x1,skip_connect,nor_conv_3x3,avg_pool_3x3
3238,888,cifar10,90.28,89.02,200,327232,1437748,6.746392250061035,29.18264407634735,21.428279059982746,1.135596059000818,5.13889,4.137140000000002,0.7497782205,7.176039306364027,3.60336,25.22352,6941016.926929738,3238,23.51169,90.27,skip_connect,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1
3037,888,cifar10,89.32,22.07,200,333984,1239501,6.311430931091309,27.70718178749085,19.772754080040613,-1.0,7.35494,5.365940000000004,0.9963532925,4.733269738063558,3.49776,24.48432,-11644040.665726574,3037,19.57953,89.33,none,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1
3137,888,cifar10,91.72,90.96,200,503488,1869317,6.270604133605957,28.169643969535823,24.777666079971823,-1.0,12.4494,6.348980000000003,1.2470700765,10.234587927941709,3.72496,26.07472,-41902085.99312883,3137,47.10465,91.72,none,nor_conv_1x1,avg_pool_3x3,nor_conv_3x3,skip_connect,avg_pool_3x3
4264,888,cifar10,93.09,92.89,200,1009360,4001185,6.515560150146484,30.85769287109375,47.079157439948176,1.0958050090011966,22.4,6.348980000000003,1.3178489564999998,25.612956534888895,5.42096,37.94672,399894318.15587705,4264,117.88353,93.08,nor_conv_3x3,none,nor_conv_3x3,nor_conv_1x1,skip_connect,nor_conv_3x3
3820,888,cifar10,92.78,92.8,200,748144,3158388,7.152976989746094,32.50312744140625,47.0156302399846,1.3969086430006428,18.4306,6.594740000000003,1.3137072444999998,17.296541182083665,5.08816,35.61712,441852738.31083935,3820,86.42625,92.76,nor_conv_1x1,nor_conv_3x3,nor_conv_1x1,skip_connect,nor_conv_3x3,avg_pool_3x3
3105,888,cifar10,86.27,86.13,200,436928,1603145,2.424588203430176,10.549383273124691,18.7157273000048,-1.0,6.7868,3.154100000000001,0.6601767485,25.40371154063418,2.39056,16.733919999999998,-270626.1993083314,3105,43.17249,86.27,nor_conv_3x3,none,none,skip_connect,none,skip_connect
2940,888,cifar10,90.89,89.03,200,719552,2729413,5.818538665771484,26.439439697265627,41.94788141998288,1.4083620899982634,18.2661,7.577780000000003,1.5290345885,14.38163596609415,4.46736,31.27152,268717286.7982858,2940,78.56193,90.89,nor_conv_3x3,skip_connect,avg_pool_3x3,nor_conv_3x3,none,avg_pool_3x3
3997,888,cifar10,92.54,92.27,200,534384,2273882,6.447973251342773,28.88262151718139,30.02961922000395,1.06132780599728,10.8451,3.891380000000001,0.7539199325,19.072037932451035,3.93616,27.55312,20481660.37908318,3997,54.96897,92.54,skip_connect,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3,skip_connect,nor_conv_1x1
3797,888,cifar10,89.92,89.46,200,435904,1621411,2.7778148651123047,12.83628249168396,22.775023299982426,-1.0,9.79269,4.628660000000002,0.9379995485,14.615637999956666,2.80016,19.60112,-1895069.0782458177,3797,43.17249,89.92,avg_pool_3x3,none,skip_connect,skip_connect,nor_conv_3x3,none
3950,888,cifar10,89.36,88.77,200,314720,1214323,3.498697280883789,15.222831869125368,7.51995958002226,0.5608699719996366,3.17592,3.8913800000000016,0.7185304925,6.793315189634498,3.08816,21.61712,133166.6701838616,3950,19.57953,89.37,skip_connect,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,none
3907,888,cifar10,93.6,69.16,200,972704,3770777,5.568323135375977,26.58874297142029,51.47758054001315,-1.0,21.570400000000003,6.103220000000002,1.2866012285,27.07805086002373,4.90576,34.34032,-217476424.16823897,3907,113.95137,93.6,none,nor_conv_3x3,nor_conv_3x3,skip_connect,skip_connect,nor_conv_3x3
3406,888,cifar10,92.0,91.35,200,474912,2043474,6.09311580657959,26.90313732465108,24.384577260061633,0.9621125199992092,8.82534,3.645620000000001,0.7226722045,20.513714983022073,3.42096,23.94672,7325237.084878738,3406,51.03681,92.01,skip_connect,nor_conv_1x1,nor_conv_3x3,nor_conv_1x1,skip_connect,skip_connect
3205,888,cifar10,89.85,88.51,200,508272,1869061,5.359439849853516,24.213949241638183,29.20982998002728,1.357452664997254,11.046,6.348980000000003,1.2470700765,10.234587927941709,3.72496,26.07472,43709906.32033235,3205,47.10465,89.85,avg_pool_3x3,skip_connect,avg_pool_3x3,none,nor_conv_3x3,nor_conv_1x1
3516,888,cifar10,87.94,73.47,200,696928,2747288,5.595598220825195,25.857259378433227,45.6021568000142,1.7352986590012731,19.9395,9.05234,1.8068573885,11.695887305390931,4.87696,34.138720000000006,621704562.3583765,3516,78.56193,87.96,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_3x3
3287,888,cifar10,55.48,10.0,200,199936,597990,4.660296440124512,20.27694981098175,13.653323660037133,1.5508284059978903,6.63683,7.577780000000003,1.4582557085000003,1.4247739561121917,2.77136,19.39952,7889302.378923337,3287,7.78305,55.46,avg_pool_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,none,avg_pool_3x3
4163,888,cifar10,91.9,81.22,200,966800,3819789,7.110433578491211,33.059960923194886,51.35888796001382,-1.0,25.1194,9.05234,1.8422468285,16.964481165558244,5.72496,40.07472,-1160312367.4965084,4163,113.95137,91.9,none,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3
3705,888,cifar10,92.92,93.03,200,984784,4000609,7.007184028625488,32.446765644550325,54.71213392003847,1.0748322479994386,22.4799,6.348980000000003,1.3178489564999998,25.612956534888895,5.42096,37.94672,517313359.02295345,3705,117.88353,92.93,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,none,nor_conv_3x3,skip_connect
3064,888,cifar10,87.47,10.0,200,258720,1026712,6.319694519042969,27.496990852355957,15.856131260006803,1.6589028090020292,8.27885,6.594740000000003,1.2429283645,3.1315182551169403,3.39216,23.74512,24984112.010887593,3064,15.64737,87.47,nor_conv_1x1,skip_connect,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3
4311,888,cifar10,84.3,44.53,200,215088,796688,4.811491966247559,21.122449731826784,18.53987327995128,1.522031505999621,6.5937399999999995,6.348980000000003,1.2116806365,2.545403624468115,2.87696,20.13872,8428379.582938207,4311,11.71521,84.29,avg_pool_3x3,skip_connect,skip_connect,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1
3771,888,cifar10,93.19,92.53,200,1017808,4249148,7.1523284912109375,33.32269844055176,62.02129717996286,1.5737515689979773,25.0946,8.069300000000002,1.6269194845,19.48696844861478,6.34576,44.42032,2160290532.682435,3771,121.81569,93.19,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,nor_conv_1x1
3051,888,cifar10,80.54,10.43,200,551744,2081267,6.229805946350098,27.986364912986755,24.994133560030605,-1.0,9.06537,5.120180000000001,1.0004950045,13.63768779714061,3.83056,26.813920000000003,-20785829.669924702,3051,51.03681,80.54,none,avg_pool_3x3,nor_conv_1x1,none,nor_conv_3x3,nor_conv_1x1
4061,888,cifar10,91.35,89.37,200,699232,2928108,6.788687705993652,30.933786980311076,39.73360964002495,1.3093802530020184,17.6928,6.348980000000003,1.2824595165,17.923772231415303,4.57296,32.01072,230398562.95317987,4061,82.49409,91.34,skip_connect,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,avg_pool_3x3,skip_connect
3591,888,cifar10,91.88,91.88,200,433360,1620387,3.75387191772461,17.20024112701416,22.865893479975057,-1.0,9.91772,4.628660000000002,0.9379995485,14.615637999956666,2.80016,19.60112,-3489278.621764821,3591,43.17249,91.88,skip_connect,none,none,skip_connect,nor_conv_3x3,avg_pool_3x3
3636,888,cifar10,90.3,88.09,200,337424,1462734,6.708073616027832,29.186828303337094,17.460714379994897,1.4282295730008627,8.19992,5.611700000000003,1.0276010205,5.189283784642766,4.01296,28.090719999999997,26025617.495467808,3636,23.51169,90.28,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1
3727,888,cifar10,88.39,85.93,200,729168,2736197,4.343233108520508,20.569552001953124,40.22796738005127,-1.0,17.935599999999997,7.577780000000003,1.5290345885,14.38163596609415,4.46736,31.27152,-104337689.72970958,3727,78.56193,88.4,avg_pool_3x3,none,nor_conv_3x3,avg_pool_3x3,none,nor_conv_3x3
4197,888,cifar10,93.0,92.92,200,815424,3388924,7.292790412902832,33.557775084972384,42.86334286000056,1.4488580360011838,19.2584,6.840500000000004,1.3449549724999998,16.76104846320963,5.60336,39.22352,591847271.316643,4197,90.35841,92.99,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1
2978,888,cifar10,93.27,92.86,200,1017888,4248380,7.381429672241211,34.03761757612228,58.46964141994249,1.5810423139992054,19.2851,8.069300000000002,1.6269194845,19.48696844861478,6.34576,44.42032,1657535000.5480545,2978,121.81569,93.27,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3
3661,888,cifar10,75.56,13.4,200,754304,2941939,6.013507843017578,27.788419742584228,42.70963453993318,-1.0,17.5009,6.348980000000003,1.2824595165,17.923772231415303,4.57296,32.01072,-148873856.70054325,3661,82.49409,75.56,none,none,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1
3971,888,cifar10,92.91,92.37,200,721504,2927980,6.59815788269043,30.318535470962523,43.705918680061586,1.3308628060003684,17.6549,6.348980000000003,1.2824595165,17.923772231415303,4.57296,32.01072,244855686.38475987,3971,82.49409,92.91,nor_conv_3x3,nor_conv_1x1,skip_connect,avg_pool_3x3,nor_conv_3x3,skip_connect
3929,888,cifar10,89.47,88.72,200,322720,1190169,5.673866271972656,24.90827293395996,10.4279033599596,0.6840981819987064,4.00134,2.416820000000001,0.4407076924999999,12.028393341589998,2.67856,18.74992,215793.98576344972,3929,19.57953,89.45,nor_conv_1x1,none,nor_conv_1x1,skip_connect,skip_connect,nor_conv_1x1
4117,888,cifar10,91.43,91.28,200,435216,1614819,3.9683103561401367,18.182798051834105,21.988065280020237,0.9359145980015456,9.94032,4.628660000000002,0.9379995485,14.615637999956666,2.80016,19.60112,3517317.67962284,4117,43.17249,91.43,skip_connect,skip_connect,avg_pool_3x3,none,skip_connect,nor_conv_3x3
3308,888,cifar10,92.23,91.76,200,499328,2067820,6.328144073486328,28.185553703308106,29.695841200009458,1.24127130800116,10.7847,5.120180000000002,1.0004950045,13.63768779714061,3.83056,26.813920000000003,37307494.089551225,3308,51.03681,92.23,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,skip_connect,nor_conv_1x1,skip_connect
2989,888,cifar10,86.54,84.76,200,273264,1015941,4.758796691894531,21.25754482269287,18.45783851997112,-1.0,6.33259,5.120180000000002,0.9651055645,4.181177211239183,2.98256,20.87792,-3638387.359848406,2989,15.64737,86.55,nor_conv_1x1,none,avg_pool_3x3,none,avg_pool_3x3,nor_conv_1x1
3091,888,cifar10,54.81,10.53,200,183504,573516,4.610767364501953,20.299671783447263,16.0888544399495,1.38984515699849,6.57224,6.103220000000002,1.1804329085,1.8494716100921615,2.36176,16.53232,3869341.6727209776,3091,7.78305,54.83,avg_pool_3x3,none,avg_pool_3x3,avg_pool_3x3,skip_connect,skip_connect
3217,888,cifar10,89.46,88.88,200,224688,754595,4.9512434005737305,21.60722620010376,7.816013940027915,-1.0,3.77583,3.399860000000001,0.6560350365000001,5.5954684920829,2.05776,14.40432,-208730.83137053592,3217,11.71521,89.46,none,nor_conv_1x1,avg_pool_3x3,skip_connect,skip_connect,skip_connect
3874,888,cifar10,88.64,88.02,200,279776,973457,1.8912410736083984,8.228789911270141,4.980417900005705,0.3923172430004342,2.1992399999999996,2.1710600000000007,0.4094599645,12.684972307253297,2.16336,15.14352,1947.5901739309977,3874,15.64737,88.64,none,skip_connect,nor_conv_1x1,nor_conv_1x1,none,none
3625,888,cifar10,93.54,93.17,200,520320,2050457,5.209064483642578,23.669989013671877,26.091052339979797,0.7734956610001973,9.90891,3.645620000000001,0.7226722045,20.513714983022073,3.42096,23.94672,5321571.888227242,3625,51.03681,93.54,skip_connect,nor_conv_1x1,nor_conv_3x3,none,skip_connect,nor_conv_1x1
4031,888,cifar10,86.42,21.08,200,713824,2693905,2.8864336013793945,12.837413442134856,34.76483648002613,-1.0,14.7164,4.628660000000002,0.9733889885,26.596398064089787,3.64816,25.53712,-7957348.497803904,4031,78.56193,86.39,nor_conv_3x3,none,none,skip_connect,none,nor_conv_3x3
